head,date,text,イベント,景気,物価,金利,マネーサプライ,貿易収支,雇用,個人消費,介入,要人発言,他通貨,石油,政治,株,債権
米株価指数先物　時間外取引　堅調、金融安定化法の上院通過を好感,2009年1月16日（金）08:28:00,"東京時間08:26現在
ダウ平均先物3月限　8209.00（+47.00　+0.57%）
S&P500;先物3月限　845.10（+5.80　+0.69%）
NASDAQ100先物3月限　1186.50（+9.25　+0.79%）",,,,,,,,,,,,,,,
寄付き前の外資系証券経由の注文状況1070万株の売り越し観測,2009年1月16日（金）08:31:00,"差し引き1070万株の売り越し観測
売り注文2270万株
買い注文1200万株",,,,,,,,,,,,,,,
日本経済指標（対外・対内証券投資の状況・週次）,2009年1月16日（金）08:58:00,"財務省が発表した対外・対内証券投資の状況
（1月4日～1月10日）は以下の通り。

対外証券投資
株式　　　　　732億円の買い越し
中長期債　　　8042億円の買い越し
短期債　　　　540億円の買い越し
合計　　　　　9315億円の買い越し

対内証券投資
株式　　　　　115億円の売り越し
中長期債　　　2523億円の売り越し
短期債　　　16895億円の買い越し
合計　　　　　14257億円の買い越し

国内投資家は各項目で買い越し。
海外投資家は短期債の買い越しが急増した。",,,,,,,,,,,,,,,
日経平均　寄り付き　101.89円高　8125.20円,2009年1月16日（金）09:01:00,,,,,,,,,,,,,,,,
東京市場　日経平均上昇して始まる、円安傾向に,2009年1月16日（金）09:14:00,"日経平均は100円超の上昇から取引が開始されている。15日のNY株式市場が堅調だったことに加え、NY引け後に上院が金融安定化法案の残り3500億ドルの使用を承認したことや、バンクオブアメリカに追加資本注入との報道で米ダウ平均先物が50ドル近く上昇していることが好感されている。

ドル円は90円台に乗せつつあるところ。クロス円が堅調で、ユーロ円は118.60レベルとNY後半の高値水準に並んでいる、また、ポンド円は132.20台に上昇して高値を更新中だ。

USD/JPY　98.99　EUR/JPY　118.55　GBP/JPY　132.20",,,,,,,,,,,,,,,
本日の新規投信設定情報 ,2009年1月16日（金）09:20:00,"2009/1/16

ファンド名／投信会社／募集総額（百万円）

JPM新興国現地通貨ソブリン・ファンド（SMA専用）／JPモルガン・アセット・マネジメント／100
アジア・パシフィック・リブソン・オープン（年2回決算型）／国際投信投資顧問／30000
アジア・パシフィック・リブソン・オープン（毎月決算型）／国際投信投資顧問／100000
CAチェルシー・リスク軽減型ファンド2009－1／クレディ・アグリコルアセットマネジメント／15000",,,,,,,,,,,,,,,
東京市場　ドル円、円安水準で一進一退,2009年1月16日（金）09:53:00,"東京市場はまもなく仲値公示の時刻となるが、ドル円は90円近辺で一進一退となっている。株価が堅調に推移していることを受けて一時90.05レベルの高値をつけてからは、89.80-90.05レンジでの取引が続いている。仲値後の値動きに注意したい。

USD/JPY　90.00",,,,,,,,,,,,,,,
東京仲値　90.06円　三菱東京UFJ銀行,2009年1月16日（金）09:56:00,,,,,,,,,,,,,,,,
東京市場　ポジション調整主体、ドルやや買い戻される,2009年1月16日（金）10:06:00,"仲値後、ドル円は90.10レベルへと高値を伸ばしている。ドル全般に買い戻しの動きがみられつつあり、ユーロドルは1.31台半ば、ポンドドルは1.4670近辺などNY市場での欧州通貨買い・ドル売りの動きも一服といったところ。ただ、取引は閑散でポジション調整主体となっている。

USD/JPY　90.06　EUR/USD　1.3154　GBP/USD　1.4672",,,,,,,,,,,,,,,
中国人民銀行　人民元中心レート　1ドル＝6.8383元,2009年1月16日（金）10:20:00,,,,,,,,,,,,,,,,
NY原油・金　時間外取引　原油は下げ一服も、安値圏推移,2009年1月16日（金）10:24:00,"東京時間10:12現在
NY原油先物2月限（WTI）（時間外取引）
1バレル＝35.44（+0.04　+0.11%）
NY金先物2月限（COMEX）（時間外取引）
1オンス＝817.50（+10.20　+1.26%）

原油先物は昨日のNY市場ではOPECの原油需要見通しの下方修正を受けて33ドル台前半まで売りこまれる場面があったが、時間外取引では底堅い値動き。現在は35ドル台半ばとほぼNY終値水準で取引されている。早朝から米株価指数先物が堅調なことで、原油にも買い戻しの動きがみられている。ただ、この水準では売買が交錯しており、反発力は弱い。
金先物は817ドル台とNY終値から10ドルの上昇と堅調。",,,,,,,,,,,,,,,
東京市場　クロス円主導で、円売り強まる,2009年1月16日（金）10:46:00,"仲値後は、円売りの動きが強まってきている。クロス円の動きが目立っており、ユーロ円は118円台半ばから一時119円台に乗せた。ポンド円も132円近辺から133円乗せまで上昇した。ドル円は一時90.30レベルの高値を付けた。ダウ平均が前日比70ドル高水準と堅調、日経平均も150円高水準へと買われる場面があった。バンクオブアメリカへの追加資金注入や配当を低水準に抑制するなどの観測が報道されていた。

USD/JPY　90.20　EUR/JPY　118.97　GBP/JPY　132.82",,,,,,,,,,,,,,,
東京市場　ポンド買い目立つ、ポンドドル1.47台後半へ,2009年1月16日（金）10:59:00,"クロス円の上昇でポンド円は113円台に乗せている。昨日のNY市場での安値129.10レベルからほぼ4円の大幅高となっている。ポンドドルが1.47台に乗せてから買いが一気に強まっており、1.4770レベルへと上昇している。ユーロポンドも0.8930-40レベルと昨日からの安値を更新した。株式市場は日経平均が100円高水準で落ち着いており、為替市場での自律的な動きとなっている。

GBP/USD　1.4771　GBP/JPY　133.08　EUR/GBP　0.8937",,,,,,,,,,,,,,,
日経平均　前引け　101.62円高　8124.93円,2009年1月16日（金）11:01:00,,,,,,,,,,,,,,,,
東京市場　ポンド買いに、英政府の銀行支援策の観測も,2009年1月16日（金）11:07:00,ポンド買いが強まっているが、背景として、今週末にも英政府が銀行への救済策を講じるとの観測があるようだ。支援策としては、公的資金の再注入や、不良債権の政府保証、不良債権買取専門銀行の設立などが盛り込まれるとしている。英タイムズ紙が伝えている。,,,,,,,,,,,,,,,
通貨オプション　ボラティリティー　円関連の上昇は一服,2009年1月16日（金）11:25:00,"USD/JPY　　EUR/USD　　EUR/JPY　　GBP/USD
1WK　　　　16.77　　　　21.76　　　　26.03　　　　21.52
1MO　　　　19.51　　　　21.01　　　　26.01　　　　21.26
3MO　　　　18.51　　　　20.20　　　　24.71　　　　19.76
6MO　　　　17.46　　　　19.50　　　　23.54　　　　18.25
9MO　　　　16.36　　　　19.10　　　　22.90　　　　18.00
1YR　　　　15.41　　　　18.60　　　　22.51　　　　17.75

　　　　　　　　　
　　　　　GBP/JPY　　AUD/USD　　USD/CHF
1WK　　　　30.05　　　　30.76　　　　19.26
1MO　　　　30.03　　　　30.01　　　　19.31
3MO　　　　28.52　　　　27.25　　　　18.40
6MO　　　　27.15　　　　25.00　　　　17.50
9MO　　　　26.44　　　　24.00　　　　17.10
1YR　　　　26.02　　　　23.00　　　　16.60
東京時間10:30現在　参考値

東京午前の円関連のオプション・ボラティリティーは昨日のロンドン市場と比べてやや低下している。NY市場後半から円売りが進んだことで、リスク回避色が弱まった。ただ、クロス円の水準は依然として高く警戒感は継続している。",,,,,,,,,,,,,,,
東京市場　NHKのトリシェ発言報道は反応薄,2009年1月16日（金）11:44:00,"NHKは、15日のECB理事会後にトリシェECB総裁にインタビューし、今後の金融政策について、「今の2％の金利が最も低いかと聞かれれば答えはノーだ。あらゆる情勢を考慮して対応していきたい。では、0％まで下げるかと問われればそれも答えはノーだ。われわれはそういう考えは持っていない」と述べたと報じた。ただ、ユーロの反応は限定的。市場では、2月は据え置きするものの、状況次第では3月に追加利下げするとの見方が広がっている。

EUR/USD　1.3201　EUR/JPY　118.89　EUR/GBP　0.8932",,,,,,,,,,,,,,,
通貨ペア別　売買動向,2009年1月16日（金）12:03:00,"【通貨ペア別　売買動向（単位：％）】

◆ドル円　　くりっく３６５　外為どっとコム
09/01/09　　　　81.1　　　　76.1
09/01/12　　　　81.0　　　　77.4
09/01/13　　　　81.8　　　　77.4
09/01/14　　　　84.0　　　　78.7
09/01/15　　　　81.9　　　　77.9

◆ユーロ円　くりっく３６５　外為どっとコム
09/01/09　　　　68.0　　　　78.6
09/01/12　　　　73.5　　　　80.0
09/01/13　　　　78.6　　　　81.0
09/01/14　　　　81.5　　　　84.3
09/01/15　　　　78.6　　　　84.0

◆ポンド円　くりっく３６５　外為どっとコム
09/01/09　　　　46.4　　　　68.4
09/01/12　　　　52.5　　　　75.9
09/01/13　　　　55.8　　　　82.7
09/01/14　　　　58.2　　　　83.9
09/01/15　　　　53.9　　　　79.2

◆豪ドル円　くりっく３６５　外為どっとコム
09/01/09　　　　98.5　　　　80.9
09/01/12　　　　98.6　　　　82.3
09/01/13　　　　98.8　　　　85.1
09/01/14　　　　98.9　　　　87.9
09/01/15　　　　98.9　　　　87.1

◆NZドル円　くりっく３６５　外為どっとコム
09/01/09　　　　86.0　　　　87.1
09/01/12　　　　86.6　　　　86.9
09/01/13　　　　89.3　　　　89.0
09/01/14　　　　90.5　　　　90.3
09/01/15　　　　90.5　　　　90.5

（注）売買動向＝買いポジション残高÷全ポジション残高
（資料）株式会社東京金融取引所、株式会社外為どっとコム",,,,,,,,,,,,,,,
通貨オプション　リスクリバーサル　円コール需要、高水準を維持,2009年1月16日（金）12:20:00,"ドル円　　6.15-6.45　円コールオーバー
ユーロ円　6.65-6.95　円コールオーバー
ポンド円　6.85-7.15　円コールオーバー

円コール需要が各通貨ペアで6％から7％の水準に高止まっている。スポットは円安方向に戻しているが輸出企業などによるヘッジ需要が依然強いようだ。

※リスクリバーサルとは
同じ権利行使期日、取引金額、25％デルタのコールとプットを反対売買したときの差額をあらわしたもの。理論上はコールとプットの価格は一致するが、実際のマーケットでは通貨の需給に偏りがあるため、差額が生じる。",,,,,,,,,,,,,,,
アジア株 堅調な取引続く、中国には景気刺激策期待も,2009年1月16日（金）12:53:00,"東京時間12:51現在

香港ハンセン指数　　 13274.34（+31.38　+0.24%）
中国上海総合指数　 1963.09（+42.88　+2.23%）
中国　シンセン総合指数　 604.07（+8.20　+1.38%）
台湾加権指数　　　　 4333.85（+13.08　+0.30%）
韓国総合株価指数　 1121.50（+10.16　+0.91%）
豪ASX200指数　　　 3563.20（+33.70　+0.95%）
シンガポールST指数　 1718.71（+14.65　+0.86%）",,,,,,,,,,,,,,,
