head,date,text,景気,物価,金利,マネーサプライ,,,,,,,,,,
ロンドン市場　クロス円総崩れ、ドル円も下値模索へ,2009年4月20日（月）19:09:00,"クロス円の売りが一段と進んでいる。豪ドル円は4月2日以来の70円割れを記録し、69円台半ばまで下げた。ロンドン勢参加後に約1円半の下げを演じるなど売り圧力が強い。このほか、ユーロ円が127円台後半、ポンド円が143円台半ばまで売られるなどクロス円は総崩れとなっている。ドル円は98円台半ばまで売られ、週明けのマーケットでの安値を更新。ロンドン勢参加後に一旦99円台を回復したが、下値模索に転じている。

USD/JPY　98.63　GBP/JPY　143.57　AUD/JPY　69.59　EUR/JPY　127.78",,,,,,,,,,,,,,
アジア株　中国は大幅高　温家宝首相の発言でセンチメント上向く,2009年4月20日（月）19:25:00,"東京時間19:23現在
香港ハンセン指数　　 15750.91（+149.64　+0.96%）
中国上海総合指数　 2557.46（+53.52　+2.14%）
台湾加権指数　　　　 5781.66（+26.28　+0.46%）
韓国総合株価指数　 1336.39（+7.39　+0.56%）
豪ASX200指数　　　 3769.00（-7.70　-0.20%）
インドSENSEX30種　 10979.50（-43.59　-0.40%）
シンガポールST指数　 1874.85（-21.71　-1.14%）
クアラルンプール　総合指数　 968.37（+3.20　+0.33%）

20日のアジア株式市場は中国市場の強さが目立った。

中国市場は上海総合指数が2.1%高で取引を終えた。中盤から上げ幅を拡大させる展開となり、本日高値で取引を終えた。指数は2557ポイントとなり、昨年8月前半以来の水準を回復した。ペトロチャイナや中国工商銀行、中国銀行など石油株や金融株が相場をけん引した。温家宝首相が、景気対策について「予想を上回る成果」との見解を示したことでセンチメントが上向いた。また、国営メディアが航空各社の運賃の引き上げを報じたことで収益改善期待から航空株が買われた。航空大手の中国国際航空は8.6%高、中国南方航空は5.8%の大幅高となった。

香港市場はハンセン総合指数が0.9%高で取引を終えた。中国市場と同じく、中盤に上げに転じ、堅調に推移した。中国株式市場が上げ幅を拡大したことを好感し、香港市場でも地合いが改善して買いが膨らんだ。金融株の一角や石油株が上昇したほか、長江実業やザ・ワーフなど不動産株が堅調に推移した。",,,,,,,,,,,,,,
米イーライリリー　第1四半期の1株利益は1.20ドル（予想0.993ドル）,2009年4月20日（月）19:33:00,,,,,,,,,,,,,,,
ロンドン市場　ドル円、バンカメ決算近づく,2009年4月20日（月）19:44:00,"ドル円は98.70付近で取引されている。ロンドン市場では一時98.50レベルまで下げたが、やや買い戻されている。このあとの注目イベントは米銀大手バンク・オブ・アメリカ（バンカメ）の四半期決算。市場予想の1株当たり利益は0.042ドル。コスト削減や債券トレーディング収益の増加で黒字が見込まれている。バンカメのルイスCEOは3月、今年1-2月の業績は黒字だったと述べるとともに通年でも利益が出ると強気の見通しを示した。バンカメの株価は先週末時点の終値で3月安値の約3倍になるなど急騰しており、決算への期待感の強さがうかがえる。なお、金融機関については5月4日に発表されるストレステストの結果に市場の関心が注がれているとの見方もある。決算に素直な反応を示すか不透明な状況と言えるのかもしれない。

USD/JPY　98.72",,,,,,,,,,,,,,
米バンカメ　第1四半期の1株利益は0.44ドル（予想0.042ドル）,2009年4月20日（月）20:04:00,"第1四半期の1株利益は0.44ドル（予想0.042ドル）。
第1四半期純利益、メリルリンチの寄与は30億ドル超。",,,,,,,,,,,,,,
ロンドン市場　バンカメ決算予想上回る、反応は限定的,2009年4月20日（月）20:10:00,"先ほど発表されたバンカメの四半期決算は1株利益が44セントと市場予想の4セントを大幅に上回った。同社はメリルリンチとの統合が軌道に乗っていると述べている。発表後のドル円は98.70レベルで小動き。時間外取引の米株式市場の反応も芳しくなく、反応は限定的となっている。

USD/JPY　98.69",,,,,,,,,,,,,,
米株価指数先物　時間外取引　100ドル安、バンカメ決算に反応薄,2009年4月20日（月）20:14:00,"東京時間20:13現在
ダウ平均先物6月限　7984.00（-100.00　-1.27%）
S&P500;先物6月限　854.60（-12.20　-1.41%）
NASDAQ100先物6月限　1329.25（-22.75　-1.68%）

時間外取引のダウ平均先物は下落している。先ほど発表されたバンカメの決算は市場予想を上回るなど好調だったが、株式市場の反応は芳しくない。",,,,,,,,,,,,,,
米オラクル　米サン買収で最終合意,2009年4月20日（月）20:35:00,米オラクルが米サン・マイクロシステムズを買収することで最終合意したと発表した。,,,,,,,,,,,,,,
米オラクル　2　米サンの買収価格は1株当たり9.5ドル,2009年4月20日（月）20:38:00,"米サンの買収価格は1株当たり9.5ドル。
オラクルは時間外取引で4.2%安。
サン・マイクロシステムズは時間外取引で27.1%高。",,,,,,,,,,,,,,
ユーロ圏　10年債利回り格差,2009年4月20日（月）20:51:00,"ユーロ圏の10年債利回り（日本時間20:51時点）（%）
ドイツ　　　　3.225
フランス　　　3.694（+47）
イタリア　　　4.337（+111）
スペイン　　　4.079（+85）
オランダ　　　3.814（+59）
ギリシャ　　　5.443（+222）
ポルトガル　　4.541（+132）
ベルギー　　　3.955（+73）
オーストリア　4.118（+89）
アイルランド　5.31（+209）
フィンランド　3.862（+64）
（注）カッコ内数値はドイツ国債との利回り格差、単位：ベーシスポイント",,,,,,,,,,,,,,
ロンドン市場　ユーロドル、本日安値圏で下げ止まる　,2009年4月20日（月）20:54:00,"ユーロドルは1.29台半ばの本日安値圏で推移している。本日のユーロ相場はユーロポンドを除き下押す展開となっていたが、ここにきてやや下げ止まりの動きとなっている。

先ほど、ノボトニー・オーストリア中銀総裁のECB政策金利についての発言が伝わった。総裁は「ゼロ金利には懐疑的」「1%未満にすべきではない」と見解を示した。4月に入ってからコンスタンシオ・ポルトガル中銀総裁やプロボポラス・ギリシャ中銀総裁、オルファニデス・キプロス中銀総裁など、ECB関係者は追加的な金融緩和措置を示唆していたが、ノボトニー氏は下限を意識した内容となった。

ユーロドルはここしばらく金利先安感から下落基調となっていた。「1%未満にすべきではない」と金利水準の下限が示されたことで、今後のユーロ相場に新たな展開となるか。

EUR/USD 1.2966",,,,,,,,,,,,,,
ハンガリー中銀　政策金利を9.50%で据え置き（予想9.50%）,2009年4月20日（月）21:01:00,ハンガリー中銀は政策金利を9.50%で据え置きとした。事前予想では据え置きの9.50%が見込まれていた。,,,,,,,,,,,,,,
NY市場　この後のイベント,2009年4月20日（月）21:01:00,"20日
22:00　エバンス・シカゴ連銀総裁　同連銀主催会合で挨拶（シカゴ）

23:00　米景気先行指数（3月）
　　　 予想　-0.2%　前回　-0.4%（前月比） 

　　　 バーナンキFRB議長の挨拶（シカゴ）

　　　 エバンス・シカゴ連銀総裁　講演（シカゴ）

21日
5:00　ストライカー（0.711）
5:30　ＩＢＭ（1.657）
5:30　テキサス・インスツルメンツ（-0.005）
ボストン・サイエンティフィック（0.122）
ジオンズ・バンコープ*（-1.431） 
*は金融株　（）は予想1株利益、単位:ドル",,,,,,,,,,,,,,
欧州株 及び ユーロファースト300・セクター別騰落率,2009年4月20日（月）21:15:00,"東京時間21:15現在
英FT100　　 4022.85（-69.95　-1.73%）
独DAX　　 　4535.03（-141.81　-3.08%）
仏CAC40　  3013.69（-78.27　-2.58%）
スイスSMI　 5146.27（-46.36　-0.90%）

---------------------------------------
ユーロファースト300　セクター別騰落率（日本時間：21:15）
△△上昇率上位△△
医薬・バイオテク     0.1％
食品製造     -0.2％
石油機器・サービス・販売     -0.5％
食品・薬品小売     -0.6％
タバコ     -1％
石油・ガス精製     -1.1％
サポート・サービス     -1.3％
固定線通信     -1.4％
ヘルスケア機器・サービス     -1.4％
ソフトウェア・コンピュータサービス     -1.4％

▼▼下落率上位▼▼
工業用金属     -6.7％
生命保険     -6％
鉱業     -5.7％
エレクトロニクス     -5.4％
その他金融     -4.9％
紙・パルプ     -4.7％
自動車・部品     -4.7％
エンジニアリング     -4.7％
不動産     -4.4％
建設・資材     -4.2％
資本財     -4％
銀行     -3.8％

＊数値は前日比％",,,,,,,,,,,,,,
米株価指数先物　時間外取引　下げ幅拡大、非金融決算を警戒か,2009年4月20日（月）21:25:00,"東京時間21:19現在
ダウ平均先物6月限　7949.00（-135.00　-1.73%）
S&P500;先物6月限　850.40（-16.40　-1.89%）
NASDAQ100先物6月限　1325.00（-27.00　-2.00%）

時間外取引で米株価指数先物が下げ幅を拡大している。通常取引開始前に発表されたバンカメの決算は市場予想を上回ったが、市場の反応は芳しくない。一部では非金融機関の決算を警戒する向きもある。金融機関の業績は時価会計ルールの緩和で従来より業績が上振れしやすい。実体経済の動向を反映しているとは言いがたく、非金融機関の決算に注目すべきとの見方も出ている。きょうは通常取引終了後にIBM、テキサス・インスツルメンツなどハイテク企業が決算を発表する。四半期の実績に加え、業績見通しを見極める状況となりそうだ。",,,,,,,,,,,,,,
